"Description: ","Maximum annual number of consecutive dry days (when precipitation < 1.0 mm)"
"Station: ","Ravenna.txt"
"Latitude: ","44"
"Longitude: ","12"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-03-07"
time, cdd, normalised (all years)
1971, 30, -0.38843628174796
1972, 26, -0.72743521854618
1973, 26, -0.72743521854618
1974, 26, -0.72743521854618
1975, 28, -0.55793575014707
1976, 38, 0.289561591848479
1977, 20, -1.23593362374351
1978, 51, 1.39130813644269
1979, 47, 1.05230919964447
1980, 32, -0.218936813348851
1981, 35, 0.0353123892498144
1982, 32, -0.218936813348851
1983, 44, 0.798059997045809
1984, 27, -0.642685484346625
1985, 35, 0.0353123892498144
1986, 24, -0.89693468694529
1987, 41, 0.543810794447144
1988, 40, 0.459061060247589
1989, 53, 1.5608076048418
1990, 73, 3.2558022888329
1991, 26, -0.72743521854618
1992, 37, 0.204811857648924
1993, 81, 3.93380016242934
1994, 30, -0.38843628174796
1995, 30, -0.38843628174796
1996, 30, -0.38843628174796
1997, 27, -0.642685484346625
1998, 32, -0.218936813348851
1999, 31, -0.303686547548406
2000, 28, -0.55793575014707
2001, 24, -0.89693468694529
2002, 44, 0.798059997045809
2003, 39, 0.374311326048034
2004, 20, -1.23593362374351
2005, 31, -0.303686547548406
2006, 29, -0.473186015947515
2007, 37, 0.204811857648924
2008, 32, -0.218936813348851
2009, 25, -0.812184952745735
2010, 37, 0.204811857648924
2011, 37, 0.204811857648924
2012, 44, 0.798059997045809
2013, 30, -0.38843628174796
2014, 21, -1.15118388954396
2015, 36, 0.120062123449369
2016, 40, 0.459061060247589
2017, 26, -0.72743521854618
2018, 28, -0.55793575014707
