"Description: ","Standardised Precipitation Index"
"Station: ","Ravenna.txt"
"Latitude: ","44"
"Longitude: ","12"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-03-07"
time, spi
1987-01, -1.94721279807712
1987-02, -1.14245956327427
1987-03, -1.23047446786979
1987-04, -1.27649582006185
1987-05, -1.1565939608416
1987-06, -0.552366041032166
1987-07, -1.16810862520418
1987-08, -2.4372355197151
1987-09, -2.01716747615473
1987-10, -0.934389179920853
1987-11, -0.139121808343513
1987-12, 0.142670672869373
1988-01, 0.01286810266699
1988-02, 0.297955491900669
1988-03, 0.536626281617673
1988-04, -0.0298719888812447
1988-05, -0.671924913809544
1988-06, -0.00697500870559796
1988-07, -0.149721907364732
1988-08, 0.0470362855664577
1988-09, -0.09428081860844
1988-10, -0.464239376176707
1988-11, -1.03084797423345
1988-12, -1.95838053687834
1989-01, -1.81975626994394
1989-02, -2.60836302756797
1989-03, -2.52678992698542
1989-04, -2.1801862902644
