"Description: ","Standardised Precipitation-Evapotranspiration Index"
1977-09, 0.568717555608118
1977-10, 0.0353947906383408
1977-11, -0.594698605850268
1977-12, -0.477154020448988
1978-01, 0.312219580084136
1978-02, 0.145083783130613
1978-03, 0.479580158346229
1978-04, 0.429679352676025
1978-05, 0.89593424579374
1978-06, 0.928521400644815
1978-07, 1.02146303055439
1978-08, 0.446963421672217
1978-09, 0.00361395725031601
1978-10, -0.18832786516686
1978-11, -0.603405738100382
1978-12, 0.0315888332219236
1979-01, 0.00153690573183909
1979-02, 0.692226667765954
1979-03, 0.19797773201695
1979-04, -0.151160053109024
1979-05, -1.33544919297565
1979-06, -1.40565855503736
1979-07, 0.168949429973957
1979-08, 1.75142865940727
1979-09, 1.73625863825208
1979-10, 0.655185315085668
1979-11, 0.264179740695699
1979-12, 0.0771901244663624
1980-01, 0.593944301233025
1980-02, -0.834927246879636
1980-03, -0.401673801804509
1980-04, 0.0489546380111208
1980-05, 1.42486377249101
1980-06, 1.32782541637829
1980-07, 0.823318866976007
1980-08, -0.502897589762654
1980-09, -0.882045672210585
1980-10, -0.928849470761361
1980-11, 1.02515002028556
1980-12, 1.51082114708195
1981-01, 1.93653997836515
1981-02, 0.387574446360825
1981-03, 0.157606731418053
1981-04, -0.96917072950082
1981-05, -0.434824357694435
1981-06, 1.20959389773829
1981-07, 1.77012129147306
1981-08, 1.61661882266138
1981-09, 1.25472393460807
1981-10, 0.849926694598525
1981-11, -0.00486556601750158
1981-12, -1.3321563509068
1982-01, -1.06781271381069
1982-02, -0.700804992987739
1982-03, 0.129522371558229
1982-04, 0.0696042434427944
1982-05, 0.432544892514843
1982-06, -0.639394646391964
1982-07, 0.511252292622669
1982-08, 0.789006423946238
1982-09, 0.901907841427484
1982-10, 0.574105703299758
1982-11, 0.643876224851761
1982-12, 1.13767895208099
1983-01, 0.728646964473472
1983-02, -0.0387875993585881
1983-03, -0.885351609057787
1983-04, -0.903190353734584
1983-05, -0.949311035285865
1983-06, -0.312709531228664
1983-07, -0.568977474097754
1983-08, -0.0828198827067036
1983-09, -0.886546586631728
1983-10, -0.93794180181832
1983-11, -1.91032305815844
1983-12, -1.34721127008657
1984-01, -1.35813344839671
1984-02, -0.344239021025432
1984-03, -0.0308449064388546
1984-04, -0.44137941660074
1984-05, 0.273362654821847
1984-06, -0.0126399850677858
1984-07, 0.42497400241681
1984-08, 0.00124307479191434
1984-09, 0.471994668396264
1984-10, 0.78243034311402
1984-11, 0.0836469406727222
1984-12, -0.22011698662337
1985-01, -0.568317189452892
1985-02, -0.411955613011659
1985-03, -0.00671247578792269
1985-04, -0.453100087090887
1985-05, -0.48207739801077
1985-06, -0.682704397332617
1985-07, -0.824824356733358
1985-08, -1.13045961885329
1985-09, -1.83504942840974
1985-10, -1.69680383742759
1985-11, -1.23784110068213
1985-12, -0.278219403121967
1986-01, 0.289462026225747
1986-02, 0.570023319954854
1986-03, 1.1545055414235
1986-04, 1.18319910621147
1986-05, 0.533512687434752
1986-06, -0.185091249394719
1986-07, 0.4035700563685
1986-08, 0.178170878066156
1986-09, -0.157411112298772
1986-10, -1.7516540578853
1986-11, -1.58041870400194
1986-12, -1.68214441311256
1987-01, -0.880592868858913
1987-02, 0.264471883263102
1987-03, 0.52522320228888
1987-04, -0.364960480772768
1987-05, -1.04842797993808
1987-06, -0.538555712889834
1987-07, -0.15663565556021
1987-08, -0.311807015660898
1987-09, -0.817019157609849
1987-10, -0.157218474473501
1987-11, 0.663239233460288
1987-12, 1.39490080445757
1988-01, 0.611727433679713
1988-02, -0.402770136591266
1988-03, -1.28124453585351
1988-04, -1.42641077601351
1988-05, -1.15910641751506
1988-06, 0.20816750113571
1988-07, -0.466395262994173
1988-08, -0.56188016650918
1988-09, -1.69977092529934
1988-10, -1.83328703049345
1988-11, -2.02594608153903
1988-12, -1.56409250947326
1989-01, -1.38076648784279
1989-02, -1.64101658056322
1989-03, -1.9381708538062
1989-04, -2.18179288153841
1989-05, -1.63176378525931
1989-06, -1.52039465442009
1989-07, -0.0315628956167436
1989-08, 0.422766419761538
1989-09, 0.933485918930412
1989-10, -0.85370964189279
1989-11, -1.10173090889525
1989-12, -1.54043715190418
1990-01, -1.41597020143546
1990-02, -2.389998508806
1990-03, -1.24823876803045
1990-04, -0.46121614738395
1990-05, -1.00392552947249
1990-06, -1.50296209800197
1990-07, -1.9472597172566
1990-08, -1.68049600573557
1990-09, -1.47607305952535
1990-10, -0.961401756240223
1990-11, -0.890703499938373
1990-12, -0.566781612051296
1991-01, -1.15160427153516
1991-02, -1.03388364171115
1991-03, -0.899906435749043
1991-04, -0.160239657526513
1991-05, 0.867429154569702
1991-06, 0.616519472293369
1991-07, -0.155533740852686
1991-08, -1.23586672322645
1991-09, -1.37151493130684
1991-10, -0.85892181532509
1991-11, 0.117686528473614
1991-12, 0.586017084013283
1992-01, 0.164600780621195
1992-02, -1.40994219093704
1992-03, -1.2441393111626
1992-04, -1.70626943223645
1992-05, -1.78455936006809
1992-06, -1.09500252750391
1992-07, -1.06085502525181
1992-08, -0.839866089821955
1992-09, -1.61166259161152
1992-10, -0.370424618549482
1992-11, -0.448139275965541
1992-12, 0.983058435494005
1993-01, -0.641822916965295
1993-02, -0.800519390400925
1993-03, -1.65209461816282
1993-04, -1.42184906490338
1993-05, -1.56521536154908
1993-06, -1.63536159930016
1993-07, -1.62192521497779
1993-08, -0.351987609216268
1993-09, -0.258469430835677
1993-10, 0.491089205096005
1993-11, 0.148823814036857
1993-12, 0.484713096335153
1994-01, 0.29959806369566
1994-02, -0.118330740233707
1994-03, -0.867069107946292
1994-04, 0.290996753914449
1994-05, -0.234336191172951
1994-06, 1.12419913120064
1994-07, -0.865694162033571
1994-08, -1.09377371489882
1994-09, -0.477246724200388
1994-10, -0.345649937222537
1994-11, 0.128900241432198
1994-12, -1.23461297636996
1995-01, -1.19820959380301
1995-02, -1.12690336723207
1995-03, -0.420969373309309
1995-04, -0.70569400535915
1995-05, -0.256851720945527
1995-06, 0.676771660323465
1995-07, 0.746351956183379
1995-08, 0.961340413165647
1995-09, -0.256391493320784
1995-10, -0.669879870528935
1995-11, -1.63296562987366
1995-12, -0.817561340349205
1996-01, 0.214440606277418
1996-02, 1.20244239156768
1996-03, 0.757690556122673
1996-04, 0.539255826902442
1996-05, -0.0902324075956116
1996-06, -1.13960705364488
1996-07, -1.6598490365152
1996-08, -2.10270978148892
1996-09, 0.0885630618298536
1996-10, 1.43362415707046
1996-11, 1.84320032962489
1996-12, 1.42438164603466
1997-01, 0.946574409359151
1997-02, 1.07997706985159
1997-03, -0.531013379270795
1997-04, -0.706031387748707
1997-05, -1.08727901560139
1997-06, -0.547302101283563
1997-07, -1.33735952837704
1997-08, -0.807482672676013
1997-09, -1.38235424811244
1997-10, -1.14222117713249
1997-11, -0.0311286304203641
1997-12, 1.16346433000167
1998-01, 1.26133500365435
1998-02, -0.194604035026737
1998-03, -1.25890911579436
1998-04, -1.30356408064024
1998-05, 0.0605039790967347
1998-06, -0.19559459902874
1998-07, -0.192823652872714
1998-08, -1.3791570648578
1998-09, -0.317552362667479
1998-10, -0.304971064155426
1998-11, 0.156703778333817
1998-12, -0.0113059100642114
1999-01, 0.0929094958730146
1999-02, 0.306091219318147
1999-03, -0.66668998157019
1999-04, -0.881333935653556
1999-05, -0.521520604281333
1999-06, 0.999364755274021
1999-07, 0.683679955556066
1999-08, 1.51623564472893
1999-09, 1.02383189376753
1999-10, 1.49923675748155
1999-11, 2.34508818789421
1999-12, 2.31984610806172
2000-01, 2.180938434727
2000-02, 0.133358153441115
2000-03, -1.03616461250798
2000-04, -1.36123917193744
2000-05, -1.53596781617073
2000-06, -1.56800648404641
2000-07, -1.25353687711153
2000-08, -1.00932236790869
2000-09, -0.964401864900733
2000-10, -0.613448116613311
2000-11, 0.424118774795989
2000-12, 1.23541702507167
2001-01, 1.44697539372582
2001-02, 1.04174500607686
2001-03, 0.949577930880393
2001-04, 0.81643740165426
2001-05, 0.885091342834482
2001-06, -0.0830508375375559
2001-07, -1.01717841813411
2001-08, -0.365604715209233
2001-09, 0.490090112387856
2001-10, 0.234104165591371
2001-11, -0.637888229112912
2001-12, -1.03642219187589
2002-01, -0.760853641667257
2002-02, -0.631609548183093
2002-03, -1.33737698258884
2002-04, -0.0546498002503079
2002-05, 0.136242052326201
2002-06, 0.436947729339315
2002-07, 0.334711442643137
2002-08, 1.10009505250933
2002-09, 1.48374785245578
2002-10, 1.12452629292631
2002-11, -0.104763678576764
2002-12, 0.901836363707073
2003-01, 1.30180029218011
2003-02, 1.44987312629406
2003-03, -0.63899985989288
2003-04, -1.2113966132001
2003-05, -1.16548910368469
2003-06, -1.60735585206989
2003-07, -1.80704300887269
2003-08, -1.96327303999359
2003-09, -1.38562004881137
2003-10, -1.15074952807813
2003-11, -0.0970239052391852
2003-12, -0.149014212550252
2004-01, 0.0192054360447734
2004-02, 0.423780924203754
2004-03, 1.00846211532002
2004-04, 1.22379234278058
2004-05, 0.548169033725779
2004-06, -0.236875525162549
2004-07, -0.8246418604907
2004-08, -1.0632503169426
2004-09, -0.977583472575849
2004-10, -0.835364181780372
2004-11, -0.752842999303677
2004-12, 0.264494573811246
2005-01, -0.113163949340014
2005-02, 0.503179347504321
2005-03, -0.5714318903867
2005-04, 0.867958686895366
2005-05, 0.552074951454625
2005-06, 0.610742900126086
2005-07, -0.27975701329359
2005-08, 0.534361864651517
2005-09, 1.26189052525697
2005-10, 2.06508615714175
2005-11, 2.06204044831658
2005-12, 1.661597870428
2006-01, 0.30979939851596
2006-02, -0.339202036780122
2006-03, -0.185924313327173
2006-04, 0.475121906325349
2006-05, 0.918081839592573
2006-06, 0.342239223895559
2006-07, -0.210053857897125
2006-08, 0.0208710283915359
2006-09, 0.774977966477556
2006-10, 0.552344189047403
2006-11, -0.752238985700894
2006-12, -1.74263069410216
2007-01, -1.64042573952335
2007-02, -1.37531109449454
2007-03, 0.572659991260411
2007-04, 0.206947465865778
2007-05, 0.402045236922865
2007-06, -0.388046562064093
2007-07, -0.0330582914932241
2007-08, -0.192014039248201
2007-09, 0.754520210707537
2007-10, 1.48729069746055
2007-11, 1.14609322343939
2007-12, 0.00622678357909262
2008-01, -0.999515259055401
2008-02, -0.673041198966068
2008-03, 0.154050080789949
2008-04, 0.49679974290554
2008-05, 1.05879461874821
2008-06, 0.678222191849824
2008-07, 0.861277515329796
2008-08, -0.109892238487182
2008-09, -0.14696495826756
2008-10, -1.0163740930432
2008-11, -0.669015398536713
2008-12, -0.268688624630098
2009-01, 0.687636020318211
2009-02, 0.792842185573044
2009-03, 0.205047824754441
2009-04, 0.218837151842733
2009-05, -0.54159490593277
2009-06, -0.217332450688901
2009-07, -0.552606883453648
2009-08, -0.200721441751893
2009-09, -0.788856477800152
2009-10, -0.0405040092031703
2009-11, -0.420795065017147
2009-12, 0.54117862799851
2010-01, 0.608608168463482
2010-02, 1.78218127588687
2010-03, 1.61247183224241
2010-04, 1.50730535764132
2010-05, 1.77512932745249
2010-06, 1.47917619874364
2010-07, 1.23892851546302
2010-08, 0.997356824268813
2010-09, 0.830424913509247
2010-10, 0.949291544503764
2010-11, 0.627014040417694
2010-12, 0.502589525244083
2011-01, 0.495660974777425
2011-02, -0.211509307013512
2011-03, 0.763614542244346
2011-04, 0.190360786922856
2011-05, 0.105339477007176
2011-06, -0.599706997842742
2011-07, 0.495987940869786
2011-08, 0.0757229387610406
2011-09, -0.473692105745529
2011-10, -1.48750836303569
2011-11, -1.66884933364273
2011-12, -1.48328816513886
2012-01, -1.60383146658069
2012-02, -0.425010285785276
2012-03, -0.845178374449136
2012-04, 0.145155737983672
2012-05, -0.182287609942945
2012-06, 0.090181158228087
2012-07, -0.466803905724807
2012-08, -1.04885034061002
2012-09, 0.0979057979765477
2012-10, 0.118499192018639
2012-11, 0.797251096714982
2012-12, 0.304746012302443
2013-01, 0.967602447560913
2013-02, 1.74589570706161
2013-03, 1.96287135776666
2013-04, 1.91080643633639
2013-05, 1.58938281087243
2013-06, 0.355512072192146
2013-07, 0.298069838849736
2013-08, -0.0449182581364278
2013-09, -0.0180244892840111
2013-10, 0.711736546840843
2013-11, 1.00009924837789
2013-12, 0.692433979356889
2014-01, 0.316881048116194
2014-02, 0.231889982422016
2014-03, 1.02019761151899
2014-04, 0.691683434416177
2014-05, 0.270626782322196
2014-06, 0.218126075138542
2014-07, 1.20554750717051
2014-08, 1.78607484578292
2014-09, 1.26813857828056
2014-10, 0.726476723208302
2014-11, -0.359798952933649
2014-12, 0.303433384232473
2015-01, 0.0888050697425552
2015-02, 1.37230039407662
2015-03, 1.41283941679401
2015-04, 1.839401691378
2015-05, 2.08973724482905
2015-06, 2.06297417093531
2015-07, 1.76471668062571
2015-08, 0.776638656606115
2015-09, -0.404003435611966
2015-10, 0.660712262871578
2015-11, 0.138371008831916
2015-12, 0.0102977254999367
2016-01, -1.24182774962042
2016-02, 0.257931566049359
2016-03, 1.04784452860282
2016-04, 1.34819180278654
2016-05, 0.886630108074791
2016-06, 1.29243885057836
2016-07, 1.37094045909347
2016-08, 0.723956732209594
2016-09, 0.259253203616809
2016-10, -0.367282677223331
2016-11, -0.0963575333499569
2016-12, -0.66714578405839
2017-01, -0.185373972120662
2017-02, -0.625265070972056
2017-03, -0.860798297259635
2017-04, -0.843187750749432
2017-05, -0.524769044290317
2017-06, 0.15393948413584
2017-07, 0.0577127476748316
2017-08, -0.257169366963327
2017-09, -0.0649478770854345
2017-10, -0.476239815202701
2017-11, 1.0868383107567
2017-12, 0.759738790975239
2018-01, 1.12345461383253
2018-02, 1.54123269155739
2018-03, 1.80605546625669
2018-04, 1.77892497667753
2018-05, 0.380001858077814
2018-06, 0.291804188829908
2018-07, 0.918638045656405
2018-08, 0.921828004702002
2018-09, 0.0546109734711517
2018-10, 0.460367791872593
2018-11, 0.243388477089396
2018-12, 0.513120930699427
