"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","Ravenna.txt"
"Latitude: ","44"
"Longitude: ","12"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-03-07"
time, spei
1971-01, -99.9
1971-02, -99.9
1971-03, -99.9
1971-04, -99.9
1971-05, -99.9
1971-06, -99.9
1971-07, -99.9
1971-08, -99.9
1971-09, -99.9
1971-10, -99.9
1971-11, -99.9
1971-12, -99.9
1972-01, -99.9
1972-02, -99.9
1972-03, -99.9
1972-04, -99.9
1972-05, -99.9
1972-06, -99.9
1972-07, -99.9
1972-08, -99.9
1972-09, -99.9
1972-10, -99.9
1972-11, -99.9
1972-12, 1.83509372491874
1973-01, 2.02035796607235
1973-02, 2.15344487169351
1973-03, 2.11752009672149
1973-04, 2.30464067225923
1973-05, 2.21879212629628
1973-06, 2.09504696470049
1973-07, 2.13937282926207
1973-08, 2.13710199155888
1973-09, 2.23935557354876
1973-10, 2.25143549167171
1973-11, 2.24237240484257
1973-12, 2.17152767174559
1974-01, 1.90653308593672
1974-02, 1.78628088347592
1974-03, 1.77379426334568
1974-04, 1.5000835311901
1974-05, 1.37059417480639
1974-06, 1.31719221036172
1974-07, 1.0104756873748
1974-08, 0.872036949835011
1974-09, 0.335950493760183
1974-10, 0.368301176395364
1974-11, 0.314780998943499
1974-12, 0.143461481310323
1975-01, -0.237203993277929
1975-02, -0.313875689516863
1975-03, -0.415063488264885
1975-04, -0.553626130977941
1975-05, -0.2595855502686
1975-06, -0.134445087200449
1975-07, -0.223837111573565
1975-08, 0.098882974489098
1975-09, -0.516658129069579
1975-10, -0.337413187963431
1975-11, -0.184856025321798
1975-12, -0.242019743307343
1976-01, -0.23035134475978
1976-02, -0.120318556694426
1976-03, 0.00761447018766683
1976-04, -0.22121913140997
1976-05, -0.499177435166801
1976-06, -0.68202269399828
1976-07, -0.71179973935545
1976-08, -0.288963121487782
1976-09, 0.127116547772283
1976-10, 0.278060941040419
1976-11, 0.233120385226055
1976-12, 0.279003634865183
1977-01, 0.401493620894126
1977-02, 0.392144217578663
1977-03, 0.413531533447303
1977-04, 0.399577464741253
1977-05, 0.124988640439582
1977-06, -0.0589894735605584
1977-07, 0.128008554146116
1977-08, 0.114494687537772
1977-09, 0.180071949936211
1977-10, 0.00474238580599312
1977-11, -0.0741096328114957
1977-12, -0.0857024363191081
1978-01, 0.117301371794374
1978-02, -0.00955047005832626
