"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","Ravenna.txt"
"Latitude: ","44"
"Longitude: ","12"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-03-07"
time, spei
1989-07, -1.90201165586019
1989-08, -1.74709338257214
1989-09, -1.57911348617406
1989-10, -1.67848927898318
1989-11, -1.41152747551456
1989-12, -1.46479116647614
1990-01, -1.51322783207815
1990-02, -1.57377350930263
1990-03, -1.33698774834906
1990-04, -1.17871996677861
1990-05, -1.4117979278783
1990-06, -1.34153505066625
1990-07, -1.98086655843504
1990-08, -2.13250124114525
1990-09, -2.57092877405546
1990-10, -2.28568300945395
1990-11, -2.26279880746257
1990-12, -1.9281980579149
1991-01, -1.87514227242907
1991-02, -1.8313041619726
1991-03, -1.93778029397465
1991-04, -1.8650072795055
1991-05, -1.27604991850062
1991-06, -1.10436428990754
1991-07, -1.08773156919722
1991-08, -0.96339090961419
1991-09, -1.02264178822964
1991-10, -1.03458088074352
1991-11, -0.479301568963033
1991-12, -0.528232545509693
1992-01, -0.500548436558406
1992-02, -0.658892986783198
1992-03, -0.632063056413876
1992-04, -0.985038086544973
1992-05, -1.73956835256967
1992-06, -1.36804252593834
1992-07, -1.35217044249728
1992-08, -1.42623193490586
1992-09, -1.50880096329155
1992-10, -1.17639224868328
1992-11, -1.70905201771566
1992-12, -1.25007064736338
1993-01, -1.37483004557326
1993-02, -1.52361439198081
1993-03, -1.40576403153712
1993-04, -1.37772191739895
1993-05, -1.51770836785583
1993-06, -1.66121942963109
1993-07, -1.63626567693311
1993-08, -1.20935604521925
1993-09, -1.02986972759171
1993-10, -1.33121823080609
1993-11, -0.950758864521807
1993-12, -1.22538464911405
1994-01, -0.891361648698494
1994-02, -0.818233987335697
1994-03, -1.03931520827666
1994-04, -0.450074882096739
1994-05, -0.230446927090283
1994-06, 0.211716607874951
1994-07, -0.0376982898870954
1994-08, -0.634026459402788
1994-09, 0.171606513237414
1994-10, -0.353483355693852
1994-11, -0.58415114560823
1994-12, -0.644456433947273
1995-01, -0.94124712728142
1995-02, -0.929477694000304
1995-03, -0.502539566938149
1995-04, -1.29715105521195
1995-05, -0.94548136905846
1995-06, -0.739770486765478
1995-07, -0.652702354401481
1995-08, 0.0383649835639866
1995-09, -0.566435285245882
1995-10, -0.736923887326133
1995-11, -0.699307691383133
1995-12, -0.412704296325884
1996-01, -0.196565094265924
1996-02, 0.00537845587821941
1996-03, 0.0626020761823669
1996-04, 0.178875065842793
1996-05, 0.127404034984992
1996-06, -0.774250380782535
1996-07, -0.935597998554841
1996-08, -1.45224628451352
1996-09, -0.535070879178844
1996-10, 0.286921168565411
1996-11, 0.285780186906927
1996-12, 0.448509851861528
1997-01, 0.547876101353924
1997-02, 0.171154390887892
1997-03, 0.00633786306167449
1997-04, 0.125759793133086
1997-05, -0.178883863977342
1997-06, 0.259393243746416
1997-07, 0.312304925572205
1997-08, 0.545661228476097
1997-09, -0.42314746554428
1997-10, -1.00288817881655
1997-11, -0.408671492502759
1997-12, -0.613807437694025
1998-01, -0.789418592547524
1998-02, -0.926755972538999
1998-03, -0.843074407652624
1998-04, -1.01179183682123
1998-05, -0.456373289716262
1998-06, -0.723141530287437
1998-07, -0.487472021071515
1998-08, -0.777684344882185
1998-09, -0.105140446596827
1998-10, -0.0298514084634725
1998-11, -0.644411318863375
1998-12, -0.712186933433296
1999-01, -0.634519862854812
1999-02, -0.563553913645506
1999-03, -0.533278432037095
1999-04, -0.581106881455328
1999-05, -0.77252677529539
1999-06, -0.0380848667632942
1999-07, -0.212589513434097
1999-08, 0.635407402477674
1999-09, 0.721654916484021
1999-10, 0.826950577641876
1999-11, 1.63513386037953
1999-12, 1.67940560857299
2000-01, 1.7354878494419
2000-02, 1.76984739926448
2000-03, 1.63625176918236
2000-04, 1.71474884004106
2000-05, 1.44416992451736
2000-06, 0.762550788947502
2000-07, 1.05630664668153
2000-08, 0.34326979198982
2000-09, -0.215233896433792
2000-10, 0.0455225784431219
2000-11, -0.864263902107023
2000-12, -0.996933980531478
2001-01, -0.592348761244096
2001-02, -0.597842296983199
2001-03, -0.26813077118266
2001-04, 0.0762528281605118
2001-05, 0.451705625858899
2001-06, 0.414945165137089
2001-07, 0.198027324396709
2001-08, 0.673835705142728
2001-09, 1.07049161361216
2001-10, 0.624345076806559
2001-11, 0.29758009171463
2001-12, 0.0943261087178911
2002-01, -0.390073432295118
2002-02, -0.327207055770164
2002-03, -0.728899768798276
2002-04, -0.781310570965738
2002-05, -0.61401050934108
2002-06, -0.540705031467376
2002-07, -0.190535139510063
2002-08, 0.0579103041513859
2002-09, 0.203964356745873
2002-10, 0.396724662973657
2002-11, 0.353302854281456
2002-12, 0.912919981585259
2003-01, 1.13550834502901
2003-02, 1.02144199383009
2003-03, 1.12807790200224
2003-04, 0.870937950802283
2003-05, 0.599033239820459
2003-06, 0.282243438723828
2003-07, -0.13901774295427
2003-08, -1.01509290716534
2003-09, -1.31736006630392
2003-10, -1.24698764318157
2003-11, -0.990763961363118
2003-12, -1.65350311533555
2004-01, -1.68166898158064
2004-02, -1.42272295726155
2004-03, -1.1321868328756
2004-04, -0.975928872327583
2004-05, -0.812637657049148
2004-06, -0.509129863354684
2004-07, -0.445823688791622
2004-08, -0.258984229498074
2004-09, -0.219648227989399
2004-10, -0.219047387632357
2004-11, -0.475966662178579
2004-12, -0.10426369792531
2005-01, -0.311710464069631
2005-02, -0.526599701890628
2005-03, -0.727108491666076
2005-04, -0.556731225778902
2005-05, -0.49312894063366
2005-06, -0.397009725001221
2005-07, -0.311714708503313
2005-08, 0.23592466775098
2005-09, 0.8390224105927
2005-10, 1.30658378402466
2005-11, 1.47472629033007
2005-12, 1.35928316923066
2006-01, 1.45922121118505
2006-02, 1.41163538279284
2006-03, 1.48433119492764
2006-04, 1.37956661893255
2006-05, 1.50543576012185
2006-06, 1.44404358224631
2006-07, 1.39068651047983
2006-08, 1.29291920473635
2006-09, 1.16217732587942
2006-10, 0.434449746380452
2006-11, -0.0218445409439729
2006-12, -0.377633834340245
2007-01, -0.353177832752658
2007-02, -0.389775985978346
2007-03, -0.0669861752596314
2007-04, -0.509551425644236
2007-05, -0.58380278698086
2007-06, -0.411860051808628
2007-07, -0.4338013518919
2007-08, -0.687924467401078
2007-09, -0.351221560296516
2007-10, 0.27564043916405
2007-11, 0.264481608767679
2007-12, 0.378497442148609
2008-01, 0.454978601134371
2008-02, 0.399177635433952
2008-03, 0.252345018074241
2008-04, 0.545756475969113
2008-05, 0.719121193167453
2008-06, 0.670383833886993
2008-07, 0.884522334518511
2008-08, 0.678265020923029
2008-09, 0.260359389883534
2008-10, -0.328876483974532
2008-11, -0.0728294431106563
2008-12, 0.0705638483056868
2009-01, 0.298537544477531
2009-02, 0.322728756147154
2009-03, 0.120276712071383
2009-04, 0.167824605856378
2009-05, -0.294000863607399
2009-06, -0.293978651062327
2009-07, -0.434948579650828
2009-08, -0.372689448290651
2009-09, -0.550392063530567
2009-10, 0.0875346772916679
2009-11, -0.18891610668905
2009-12, -0.238901726544597
2010-01, -0.00291311600173135
2010-02, 0.251498592017037
2010-03, 0.531299513816689
2010-04, 0.597569673056775
2010-05, 1.21622601318155
2010-06, 1.19621121274348
2010-07, 1.25549364307997
2010-08, 1.57875362073176
2010-09, 1.68928000905106
2010-10, 1.52612016072293
2010-11, 1.76580814280281
2010-12, 1.70942669657468
2011-01, 1.56096415217676
2011-02, 1.36868225623925
2011-03, 1.39604433372067
2011-04, 1.11388140658131
2011-05, 0.729644251535243
2011-06, 0.654575749848739
2011-07, 0.82589036307181
2011-08, 0.242849305523313
2011-09, 0.0399692889691949
2011-10, -0.203998698313099
2011-11, -0.743723351272158
2011-12, -0.892480790215732
2012-01, -1.0356910809828
2012-02, -0.867454524649994
2012-03, -1.47327921732002
2012-04, -1.11764656722607
2012-05, -0.982867326084416
2012-06, -1.22161601261318
2012-07, -1.46911922359923
2012-08, -1.41851651215963
2012-09, -0.915374125745082
2012-10, -0.790207419952708
2012-11, -0.302149433223397
2012-12, -0.138001396254436
2013-01, 0.250976022085636
2013-02, 0.509359231621162
2013-03, 1.18537763844204
2013-04, 1.15306160033274
2013-05, 1.22529314729335
2013-06, 1.29749296933539
2013-07, 1.39442845759745
2013-08, 1.53431338926621
2013-09, 1.21267260431128
2013-10, 1.50670670226773
2013-11, 1.53066255383617
2013-12, 1.31727768278769
2014-01, 1.36125649751543
2014-02, 1.14675553595759
2014-03, 0.799351054230277
2014-04, 0.73700532647726
2014-05, 0.641020966135286
2014-06, 0.748387921488417
2014-07, 1.07439715404097
2014-08, 1.35087712633268
2014-09, 1.33007477854571
2014-10, 1.0679676630387
2014-11, 0.851278007714083
2014-12, 1.18159722222649
2015-01, 0.990828913429051
2015-02, 1.26562988328869
2015-03, 1.39761052575418
2015-04, 1.57956846240407
2015-05, 1.86381750332644
2015-06, 2.04116313644965
2015-07, 1.75529904040772
2015-08, 1.49185727314705
2015-09, 1.34448689897102
2015-10, 1.59937975834044
2015-11, 1.56033104621467
2015-12, 1.23666976486285
2016-01, 1.33728932863055
2016-02, 1.37643621676075
2016-03, 1.10315377786977
2016-04, 1.07484449913921
2016-05, 0.840684623843129
2016-06, 0.746525082892379
2016-07, 0.896706006787535
2016-08, 0.744999848255946
2016-09, 1.03096268854046
2016-10, 0.505395277934439
2016-11, 0.692132979642688
2016-12, 0.741307066762199
2017-01, 0.813282316158985
2017-02, 0.429342964641696
2017-03, 0.0790143133441097
2017-04, -0.0274548918746724
2017-05, -0.0885898794770863
2017-06, -0.470513849631225
2017-07, -0.602100373600579
2017-08, -0.586516564372128
2017-09, -0.574508879262196
2017-10, -0.580393321415349
2017-11, 0.0575642387060388
2017-12, 0.00865415271299769
2018-01, -0.00665963184577066
2018-02, 0.785043223372969
2018-03, 1.18902318818551
2018-04, 1.08539580994634
2018-05, 1.11222651992134
2018-06, 1.25923325813568
2018-07, 1.36444418108428
2018-08, 1.47473526542614
2018-09, 1.26086244169992
2018-10, 1.55651112567164
2018-11, 1.13777816959463
2018-12, 1.14945837085261
