"Description: ","Standardised Precipitation Index"
"Station: ","Ravenna.txt"
"Latitude: ","44"
"Longitude: ","12"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-03-07"
time, spi
1971-01, -99.9
1971-02, -99.9
1971-03, 0.249510075340136
1971-04, -1.17311157226437
1971-05, -0.47105108096839
1971-06, -0.141006447036049
1971-07, 0.310571746113178
1971-08, -0.665847575931816
1971-09, -0.20515220543404
1971-10, -0.782498199230719
1971-11, 0.253449398032733
1971-12, -0.296762288763805
1972-01, 1.30612399694609
1972-02, 1.74742294456302
1972-03, 1.60099730727198
1972-04, 1.70312345512144
1972-05, 1.22045425815868
1972-06, 1.11403701318094
1972-07, 0.242159897904282
1972-08, 0.447910860016095
1972-09, 1.5363913981306
1972-10, 0.927649110980346
1972-11, 0.622591914544571
1972-12, -0.421256275992677
1973-01, 0.87716745882985
1973-02, 1.30795359043235
1973-03, 1.59378229926104
1973-04, 0.996876502448299
1973-05, 0.589565791489596
1973-06, -0.0123422708874144
1973-07, -0.349577911399941
1973-08, -0.279578009679547
1973-09, 1.34215155401555
1973-10, 1.03841274877908
1973-11, 0.872975151617664
1973-12, -1.36006019870268
1974-01, -1.48984228008983
1974-02, -1.3820652105429
1974-03, -0.627515326247418
1974-04, -0.412911990036912
1974-05, -0.25426574726982
1974-06, 0.279496582384713
1974-07, 0.715568787701885
1974-08, 0.722587968458917
1974-09, -0.146602126578862
1974-10, -0.749879804067589
1974-11, -1.13223364491368
1974-12, -0.747159271822689
1975-01, -1.09139892463558
1975-02, -1.40985290154206
1975-03, -0.735849250187027
1975-04, -0.466242436509894
1975-05, 0.831112137185847
1975-06, 1.20772850266566
1975-07, 1.45008451919449
1975-08, 0.908237734882824
1975-09, -0.00431501097222684
1975-10, 0.445186045708977
1975-11, 0.12107425334274
1975-12, 0.170171100107489
1976-01, -0.533556710491173
1976-02, -0.570929232473175
1976-03, 0.34532941210884
1976-04, 0.38754690908546
1976-05, -0.687352478366397
1976-06, -1.45149118009563
1976-07, -1.17825074483634
1976-08, 0.990507358789647
1976-09, 1.55092101180937
1976-10, 1.75826095331087
1976-11, 0.727998655751887
1976-12, 0.219562832930741
1977-01, -0.112495544393472
1977-02, -0.115078517577055
1977-03, -0.0139794048789955
1977-04, -0.409135164360731
1977-05, -0.741165955700636
1977-06, -1.36615463825863
1977-07, -0.354067890762843
1977-08, 0.603768559253568
1977-09, 0.375501938524212
