"Description: ","Monthly number of days when TN > 20 degrees_C"
"Station: ","Ravenna.txt"
"Latitude: ","44"
"Longitude: ","12"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-03-07"
time, tr, normalised (all years)
1971-01, 0, -0.360205607144311
1971-02, 0, -0.360205607144311
1971-03, 0, -0.360205607144311
1971-04, 0, -0.360205607144311
1971-05, 0, -0.360205607144311
1971-06, 0, -0.360205607144311
1971-07, 3, 0.320497902419741
1971-08, 10, 1.90880609140253
1971-09, 0, -0.360205607144311
1971-10, 0, -0.360205607144311
1971-11, 0, -0.360205607144311
1971-12, 0, -0.360205607144311
1972-01, 0, -0.360205607144311
1972-02, 0, -0.360205607144311
1972-03, 0, -0.360205607144311
1972-04, 0, -0.360205607144311
1972-05, 0, -0.360205607144311
1972-06, 0, -0.360205607144311
1972-07, 0, -0.360205607144311
1972-08, 2, 0.0935967325650572
1972-09, 0, -0.360205607144311
1972-10, 0, -0.360205607144311
1972-11, 0, -0.360205607144311
1972-12, 0, -0.360205607144311
1973-01, 0, -0.360205607144311
1973-02, 0, -0.360205607144311
1973-03, 0, -0.360205607144311
1973-04, 0, -0.360205607144311
1973-05, 0, -0.360205607144311
1973-06, 1, -0.133304437289627
1973-07, 10, 1.90880609140253
1973-08, 6, 1.00120141198379
1973-09, 1, -0.133304437289627
1973-10, 0, -0.360205607144311
1973-11, 0, -0.360205607144311
1973-12, 0, -0.360205607144311
1974-01, 0, -0.360205607144311
1974-02, 0, -0.360205607144311
1974-03, 0, -0.360205607144311
1974-04, 0, -0.360205607144311
1974-05, 0, -0.360205607144311
1974-06, 1, -0.133304437289627
1974-07, 8, 1.45500375169316
1974-08, 14, 2.81641077082126
1974-09, 0, -0.360205607144311
1974-10, 0, -0.360205607144311
1974-11, 0, -0.360205607144311
1974-12, 0, -0.360205607144311
1975-01, 0, -0.360205607144311
1975-02, 0, -0.360205607144311
1975-03, 0, -0.360205607144311
1975-04, 0, -0.360205607144311
1975-05, 0, -0.360205607144311
1975-06, 0, -0.360205607144311
1975-07, 10, 1.90880609140253
1975-08, 7, 1.22810258183848
1975-09, 2, 0.0935967325650572
1975-10, 0, -0.360205607144311
1975-11, 0, -0.360205607144311
1975-12, 0, -0.360205607144311
1976-01, 0, -0.360205607144311
1976-02, 0, -0.360205607144311
1976-03, -99.9, -99.9
1976-04, -99.9, -99.9
1976-05, -99.9, -99.9
1976-06, 0, -0.360205607144311
1976-07, 1, -0.133304437289627
1976-08, 0, -0.360205607144311
1976-09, 0, -0.360205607144311
1976-10, 0, -0.360205607144311
1976-11, 0, -0.360205607144311
1976-12, 0, -0.360205607144311
1977-01, 0, -0.360205607144311
1977-02, 0, -0.360205607144311
1977-03, 0, -0.360205607144311
1977-04, 0, -0.360205607144311
1977-05, 0, -0.360205607144311
1977-06, 0, -0.360205607144311
1977-07, 0, -0.360205607144311
1977-08, 0, -0.360205607144311
1977-09, 0, -0.360205607144311
1977-10, 0, -0.360205607144311
1977-11, 0, -0.360205607144311
1977-12, 0, -0.360205607144311
1978-01, 0, -0.360205607144311
1978-02, 0, -0.360205607144311
1978-03, -99.9, -99.9
1978-04, 0, -0.360205607144311
1978-05, 0, -0.360205607144311
1978-06, 0, -0.360205607144311
1978-07, 0, -0.360205607144311
1978-08, 0, -0.360205607144311
1978-09, 0, -0.360205607144311
1978-10, 0, -0.360205607144311
1978-11, 0, -0.360205607144311
1978-12, 0, -0.360205607144311
1979-01, 0, -0.360205607144311
1979-02, 0, -0.360205607144311
1979-03, 0, -0.360205607144311
1979-04, 0, -0.360205607144311
1979-05, 0, -0.360205607144311
1979-06, 0, -0.360205607144311
1979-07, 1, -0.133304437289627
1979-08, 1, -0.133304437289627
1979-09, 0, -0.360205607144311
1979-10, 0, -0.360205607144311
