"Description: ","Monthly number of days when TX >= 30 degrees_C"
"Station: ","Ravenna.txt"
"Latitude: ","44"
"Longitude: ","12"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-03-07"
time, txge30, normalised (all years)
1971-01, 0, -0.522196636093074
1971-02, 0, -0.522196636093074
1971-03, 0, -0.522196636093074
1971-04, 0, -0.522196636093074
1971-05, 0, -0.522196636093074
1971-06, 1, -0.380356053208707
1971-07, 14, 1.46357152428807
1971-08, 16, 1.74725269005681
1971-09, 0, -0.522196636093074
1971-10, 0, -0.522196636093074
1971-11, 0, -0.522196636093074
1971-12, 0, -0.522196636093074
1972-01, 0, -0.522196636093074
1972-02, 0, -0.522196636093074
1972-03, 0, -0.522196636093074
1972-04, 0, -0.522196636093074
1972-05, 0, -0.522196636093074
1972-06, 0, -0.522196636093074
1972-07, 0, -0.522196636093074
1972-08, 7, 0.470687444097499
1972-09, 0, -0.522196636093074
1972-10, 0, -0.522196636093074
1972-11, 0, -0.522196636093074
1972-12, 0, -0.522196636093074
1973-01, 0, -0.522196636093074
1973-02, 0, -0.522196636093074
1973-03, 0, -0.522196636093074
1973-04, 0, -0.522196636093074
1973-05, 0, -0.522196636093074
1973-06, 8, 0.612528026981867
1973-07, 24, 2.88197735313175
1973-08, 19, 2.17277443870991
1973-09, 5, 0.187006278328764
1973-10, 0, -0.522196636093074
1973-11, 0, -0.522196636093074
1973-12, 0, -0.522196636093074
1974-01, 0, -0.522196636093074
1974-02, 0, -0.522196636093074
1974-03, 0, -0.522196636093074
1974-04, 0, -0.522196636093074
1974-05, 1, -0.380356053208707
1974-06, 1, -0.380356053208707
1974-07, 21, 2.45645560447865
1974-08, 22, 2.59829618736301
1974-09, 1, -0.380356053208707
1974-10, 0, -0.522196636093074
1974-11, 0, -0.522196636093074
1974-12, 0, -0.522196636093074
1975-01, 0, -0.522196636093074
1975-02, 0, -0.522196636093074
1975-03, 0, -0.522196636093074
1975-04, 0, -0.522196636093074
1975-05, 2, -0.238515470324339
1975-06, 11, 1.03804977563497
1975-07, 23, 2.74013677024738
1975-08, 18, 2.03093385582554
1975-09, 1, -0.380356053208707
1975-10, 0, -0.522196636093074
1975-11, 0, -0.522196636093074
1975-12, 0, -0.522196636093074
1976-01, 0, -0.522196636093074
1976-02, 0, -0.522196636093074
1976-03, -99.9, -99.9
1976-04, -99.9, -99.9
1976-05, -99.9, -99.9
1976-06, 8, 0.612528026981867
1976-07, 17, 1.88909327294118
1976-08, 0, -0.522196636093074
1976-09, 0, -0.522196636093074
1976-10, 0, -0.522196636093074
1976-11, 0, -0.522196636093074
1976-12, 0, -0.522196636093074
1977-01, 0, -0.522196636093074
1977-02, 0, -0.522196636093074
1977-03, 0, -0.522196636093074
1977-04, 0, -0.522196636093074
1977-05, 0, -0.522196636093074
1977-06, 6, 0.328846861213131
1977-07, 12, 1.17989035851934
1977-08, 3, -0.0966748874399715
1977-09, 0, -0.522196636093074
1977-10, 0, -0.522196636093074
1977-11, 0, -0.522196636093074
1977-12, 0, -0.522196636093074
1978-01, 0, -0.522196636093074
1978-02, 0, -0.522196636093074
1978-03, -99.9, -99.9
1978-04, 0, -0.522196636093074
1978-05, 0, -0.522196636093074
