year,p,pet,aet,pu,pu.p,infl,ds
Dec-16,28.4,8.82,8.82,9.33,0.33,10.24,10.24
Jan-17,23,4.34,4.34,7.95,0.35,10.71,10.71
Feb-17,40,20.34,20.34,14.64,0.37,5.02,5.02
Mar-17,12.4,45.97,41.87,14.25,1.15,0,-43.72
Apr-17,43.2,68.24,60.6,12.67,0.29,0,-30.07
May-17,49.8,102.33,76.78,13.87,0.28,0,-40.85
Jun-17,45.4,162.49,76.96,10.63,0.23,0,-42.2
Jul-17,6,166.93,20.85,7.47,1.25,0,-22.32
Aug-17,31,158.42,34.65,7.39,0.24,0,-11.05
Sep-17,67.2,92.91,67.59,6.21,0.09,0,-6.6
Oct-17,21.8,61.8,22.26,6.15,0.28,0,-6.61
Nov-17,211,27.22,27.22,20.14,0.1,163.63,163.63
Dec-17,35.8,12.18,12.18,8.82,0.25,14.8,14.8
Jan-18,15.2,16.06,16.06,9.26,0.61,0,-10.12
Feb-18,191.6,11.35,11.35,102.39,0.53,77.86,77.86
Mar-18,89,25.4,25.4,83.5,0.94,0,-19.9
Apr-18,11.6,77.21,62.74,22.1,1.91,0,-73.24
May-18,50,111.78,79.01,24.26,0.49,0,-53.27
Jun-18,83.4,148.46,101.89,20.12,0.24,0,-38.61
Jul-18,23.6,167.59,42.23,18.44,0.78,0,-37.07
Aug-18,68.6,155.48,72.95,17.45,0.25,0,-21.79
Sep-18,30.6,108.61,32.62,12.01,0.39,0,-14.03
Oct-18,105,65.85,65.85,10.1,0.1,29.04,29.04
Nov-18,80,36.63,36.63,7.25,0.09,36.12,36.12
Dec-18,41.6,8.67,8.67,8.99,0.22,23.94,23.94
